File Name;Is_Background;Std Value
small_cubes_dataset\cube345_coords_100_700_900.tif;False;3.638.123.075.878.980
small_cubes_dataset\cube346_coords_100_700_1000.tif;False;4.000.191.649.741.860
small_cubes_dataset\cube347_coords_100_700_1100.tif;False;309.855.900.352.146
small_cubes_dataset\cube348_coords_100_800_0.tif;False;8.299.602.879.200.480
small_cubes_dataset\cube349_coords_100_800_100.tif;False;440.803.760.014.264
small_cubes_dataset\cube350_coords_100_800_200.tif;False;3.987.217.386.719.800
small_cubes_dataset\cube351_coords_100_800_300.tif;False;37.517.641.610.568.500
small_cubes_dataset\cube352_coords_100_800_400.tif;False;39.860.930.910.308.500
small_cubes_dataset\cube353_coords_100_800_500.tif;False;37.766.609.574.072.900
small_cubes_dataset\cube354_coords_100_800_600.tif;False;38.012.656.063.838.600
small_cubes_dataset\cube355_coords_100_800_700.tif;False;36.306.804.351.090.900
small_cubes_dataset\cube356_coords_100_800_800.tif;False;3.916.005.236.332.450
small_cubes_dataset\cube357_coords_100_800_900.tif;False;35.222.751.838.723.100
small_cubes_dataset\cube358_coords_100_800_1000.tif;False;3.422.914.165.437.350
small_cubes_dataset\cube359_coords_100_800_1100.tif;False;39.856.332.120.683.100
small_cubes_dataset\cube360_coords_100_900_0.tif;False;5.232.192.647.158.440
small_cubes_dataset\cube361_coords_100_900_100.tif;False;40.009.072.363.563.100
small_cubes_dataset\cube362_coords_100_900_200.tif;False;4.004.641.282.616.200
small_cubes_dataset\cube363_coords_100_900_300.tif;False;3.554.531.679.808.940
small_cubes_dataset\cube364_coords_100_900_400.tif;False;2.341.383.679.271.030
small_cubes_dataset\cube365_coords_100_900_500.tif;False;31.560.725.275.182.800
small_cubes_dataset\cube366_coords_100_900_600.tif;False;4.140.342.439.292.460
small_cubes_dataset\cube367_coords_100_900_700.tif;False;36.125.846.263.215.200
small_cubes_dataset\cube368_coords_100_900_800.tif;False;34.384.356.187.636.500
small_cubes_dataset\cube369_coords_100_900_900.tif;False;34.009.503.129.291.700
small_cubes_dataset\cube370_coords_100_900_1000.tif;False;3.323.326.109.375.590
small_cubes_dataset\cube371_coords_100_900_1100.tif;False;33.633.120.990.225.400
small_cubes_dataset\cube372_coords_100_1000_0.tif;False;5.185.357.434.720.500
small_cubes_dataset\cube373_coords_100_1000_100.tif;False;3.395.446.137.055.900
small_cubes_dataset\cube374_coords_100_1000_200.tif;False;34.895.802.257.911.400
small_cubes_dataset\cube375_coords_100_1000_300.tif;False;3.212.311.886.287.520
small_cubes_dataset\cube376_coords_100_1000_400.tif;False;2.830.872.017.375.020
small_cubes_dataset\cube377_coords_100_1000_500.tif;False;3.246.201.515.331.630
small_cubes_dataset\cube378_coords_100_1000_600.tif;False;38.220.183.647.479.900
small_cubes_dataset\cube379_coords_100_1000_700.tif;False;37.598.640.787.678.400
small_cubes_dataset\cube380_coords_100_1000_800.tif;False;31.783.636.519.297.200
small_cubes_dataset\cube381_coords_100_1000_900.tif;False;31.922.873.838.565.200
small_cubes_dataset\cube382_coords_100_1000_1000.tif;False;30.783.324.466.619.300
small_cubes_dataset\cube383_coords_100_1000_1100.tif;False;29.995.080.215.249.100
small_cubes_dataset\cube384_coords_100_1100_0.tif;False;4.757.700.182.490.590
small_cubes_dataset\cube385_coords_100_1100_100.tif;False;38.321.532.233.136.800
small_cubes_dataset\cube386_coords_100_1100_200.tif;False;40.371.091.556.087.300
small_cubes_dataset\cube387_coords_100_1100_300.tif;False;30.699.145.389.804.000
small_cubes_dataset\cube388_coords_100_1100_400.tif;False;34.962.083.485.172.200
small_cubes_dataset\cube389_coords_100_1100_500.tif;False;34.989.223.297.416.700
small_cubes_dataset\cube390_coords_100_1100_600.tif;False;3.678.722.426.818.430
small_cubes_dataset\cube391_coords_100_1100_700.tif;False;3.347.618.493.991.390
small_cubes_dataset\cube392_coords_100_1100_800.tif;False;3.295.346.400.084.340
small_cubes_dataset\cube393_coords_100_1100_900.tif;False;39.321.047.062.055.900
small_cubes_dataset\cube394_coords_100_1100_1000.tif;False;30.118.746.356.506.500
small_cubes_dataset\cube395_coords_100_1100_1100.tif;False;30.336.442.412.565.500
small_cubes_dataset\cube396_coords_100_1200_0.tif;False;6.395.711.131.612.250
small_cubes_dataset\cube397_coords_100_1200_100.tif;False;3.940.580.286.794.870
small_cubes_dataset\cube398_coords_100_1200_200.tif;False;34.879.913.014.206.300
small_cubes_dataset\cube399_coords_100_1200_300.tif;False;37.294.146.895.240.300
small_cubes_dataset\cube400_coords_100_1200_400.tif;False;34.652.973.808.361.900
small_cubes_dataset\cube401_coords_100_1200_500.tif;False;3.493.312.738.332.790
small_cubes_dataset\cube402_coords_100_1200_600.tif;False;26.895.090.499.362.500
small_cubes_dataset\cube403_coords_100_1200_700.tif;False;3.364.097.318.146.730
small_cubes_dataset\cube404_coords_100_1200_800.tif;False;32.907.957.632.140.000
small_cubes_dataset\cube405_coords_100_1200_900.tif;False;3.404.031.293.492.640
small_cubes_dataset\cube406_coords_100_1200_1000.tif;False;3.340.260.462.877.970
small_cubes_dataset\cube407_coords_100_1200_1100.tif;False;3.699.173.475.911.790
small_cubes_dataset\cube408_coords_100_1300_0.tif;False;7.757.134.293.403.960
small_cubes_dataset\cube409_coords_100_1300_100.tif;False;44.385.332.831.217.500
small_cubes_dataset\cube410_coords_100_1300_200.tif;False;35.141.366.892.311.600
small_cubes_dataset\cube411_coords_100_1300_300.tif;False;34.854.386.342.312.200
small_cubes_dataset\cube412_coords_100_1300_400.tif;False;3.648.695.941.126.570
small_cubes_dataset\cube413_coords_100_1300_500.tif;False;4.001.612.933.196.340
small_cubes_dataset\cube414_coords_100_1300_600.tif;False;3.667.185.430.790.410
small_cubes_dataset\cube415_coords_100_1300_700.tif;False;28.670.174.017.931.600
small_cubes_dataset\cube416_coords_100_1300_800.tif;False;33.208.448.495.802.400
small_cubes_dataset\cube417_coords_100_1300_900.tif;False;3.851.921.027.252.910
small_cubes_dataset\cube418_coords_100_1300_1000.tif;False;4.992.169.774.330.250
small_cubes_dataset\cube419_coords_100_1300_1100.tif;False;54.730.757.588.552.700
small_cubes_dataset\cube420_coords_100_1400_0.tif;False;5.380.693.217.506.560
small_cubes_dataset\cube421_coords_100_1400_100.tif;False;3.324.771.272.998.350
small_cubes_dataset\cube422_coords_100_1400_200.tif;False;4.308.850.047.304.110
small_cubes_dataset\cube423_coords_100_1400_300.tif;False;3.551.785.077.544.540
small_cubes_dataset\cube424_coords_100_1400_400.tif;False;3.498.331.999.621.540
small_cubes_dataset\cube425_coords_100_1400_500.tif;False;3.453.807.254.168.870
small_cubes_dataset\cube426_coords_100_1400_600.tif;False;3.595.857.086.069.120
small_cubes_dataset\cube427_coords_100_1400_700.tif;False;2.873.355.118.249.880
small_cubes_dataset\cube428_coords_100_1400_800.tif;False;28.423.610.031.092.600
small_cubes_dataset\cube429_coords_100_1400_900.tif;False;3.198.430.438.116.260
small_cubes_dataset\cube430_coords_100_1400_1000.tif;False;38.437.768.810.945.200
small_cubes_dataset\cube431_coords_100_1400_1100.tif;False;732.782.013.154.716
small_cubes_dataset\cube432_coords_100_1500_0.tif;False;5.968.101.254.825.300
small_cubes_dataset\cube433_coords_100_1500_100.tif;False;4.319.298.440.751.860
small_cubes_dataset\cube434_coords_100_1500_200.tif;False;2.931.130.483.077.420
small_cubes_dataset\cube435_coords_100_1500_300.tif;False;40.211.066.993.740.400
small_cubes_dataset\cube436_coords_100_1500_400.tif;False;38.900.642.862.974.300
small_cubes_dataset\cube437_coords_100_1500_500.tif;False;3.250.044.700.327.830
small_cubes_dataset\cube438_coords_100_1500_600.tif;False;3.186.858.002.966.470
small_cubes_dataset\cube439_coords_100_1500_700.tif;False;2.942.415.189.038.320
small_cubes_dataset\cube440_coords_100_1500_800.tif;False;2.904.050.384.906.290
small_cubes_dataset\cube441_coords_100_1500_900.tif;False;33.238.152.138.564.900
small_cubes_dataset\cube442_coords_100_1500_1000.tif;False;4.740.089.535.357.480
small_cubes_dataset\cube443_coords_100_1500_1100.tif;False;64.763.986.028.255.100
small_cubes_dataset\cube444_coords_100_1600_0.tif;False;35.651.314.147.970.800
small_cubes_dataset\cube445_coords_100_1600_100.tif;False;39.268.640.146.050.300
small_cubes_dataset\cube446_coords_100_1600_200.tif;False;5.168.497.191.641.390
small_cubes_dataset\cube447_coords_100_1600_300.tif;False;35.425.409.276.162.600
small_cubes_dataset\cube448_coords_100_1600_400.tif;False;37.546.347.746.213.000
small_cubes_dataset\cube449_coords_100_1600_500.tif;False;38.326.208.408.570.600
small_cubes_dataset\cube450_coords_100_1600_600.tif;False;3.473.338.387.951.980
small_cubes_dataset\cube451_coords_100_1600_700.tif;False;3.617.396.945.836.570
small_cubes_dataset\cube452_coords_100_1600_800.tif;False;4.580.316.067.782.650
small_cubes_dataset\cube453_coords_100_1600_900.tif;False;4.513.679.623.553.120
small_cubes_dataset\cube454_coords_100_1600_1000.tif;False;8.992.516.052.928.360
small_cubes_dataset\cube455_coords_100_1600_1100.tif;True;28.951.504.006.020.500
small_cubes_dataset\cube456_coords_100_1700_0.tif;True;29.979.008.477.167.100
small_cubes_dataset\cube457_coords_100_1700_100.tif;True;7.499.430.323.644.710
small_cubes_dataset\cube458_coords_100_1700_200.tif;True;5.512.647.353.410.040
small_cubes_dataset\cube459_coords_100_1700_300.tif;True;6.006.487.880.903.220
small_cubes_dataset\cube460_coords_100_1700_400.tif;False;3.450.365.589.151.090
small_cubes_dataset\cube461_coords_100_1700_500.tif;False;32.985.786.372.546.300
small_cubes_dataset\cube462_coords_100_1700_600.tif;False;3.953.350.848.384.220
small_cubes_dataset\cube463_coords_100_1700_700.tif;False;3.835.567.534.639.120
small_cubes_dataset\cube464_coords_100_1700_800.tif;False;3.974.737.174.111.970
small_cubes_dataset\cube465_coords_100_1700_900.tif;False;6.039.846.936.911.480
small_cubes_dataset\cube466_coords_100_1700_1000.tif;False;5.723.654.471.838.100
small_cubes_dataset\cube467_coords_100_1700_1100.tif;True;46.999.023.685.299.800
small_cubes_dataset\cube468_coords_100_1800_0.tif;True;28.697.069.928.130.500
small_cubes_dataset\cube469_coords_100_1800_100.tif;True;6.360.648.104.463.150
small_cubes_dataset\cube470_coords_100_1800_200.tif;True;6.187.604.680.145.420
small_cubes_dataset\cube471_coords_100_1800_300.tif;True;50.480.776.416.045.200
small_cubes_dataset\cube472_coords_100_1800_400.tif;True;8.158.312.211.943.950
small_cubes_dataset\cube473_coords_100_1800_500.tif;False;5.450.555.068.513.220
small_cubes_dataset\cube474_coords_100_1800_600.tif;False;4.267.312.992.800.240
small_cubes_dataset\cube475_coords_100_1800_700.tif;False;4.571.039.712.793.280
small_cubes_dataset\cube476_coords_100_1800_800.tif;False;43.591.303.336.151.000
small_cubes_dataset\cube477_coords_100_1800_900.tif;False;4.024.575.325.190.740
small_cubes_dataset\cube478_coords_100_1800_1000.tif;True;47.944.408.130.038.200
small_cubes_dataset\cube479_coords_100_1800_1100.tif;True;45.958.119.191.759.500
small_cubes_dataset\cube480_coords_100_1900_0.tif;True;28.679.815.578.136.100
small_cubes_dataset\cube481_coords_100_1900_100.tif;True;7.924.032.336.246.070
small_cubes_dataset\cube482_coords_100_1900_200.tif;True;6.507.955.212.745.280
small_cubes_dataset\cube483_coords_100_1900_300.tif;True;5.663.761.919.506.170
small_cubes_dataset\cube484_coords_100_1900_400.tif;True;5.783.815.463.195.330
small_cubes_dataset\cube485_coords_100_1900_500.tif;False;5.686.924.888.208.820
small_cubes_dataset\cube486_coords_100_1900_600.tif;False;41.346.674.054.321.400
small_cubes_dataset\cube487_coords_100_1900_700.tif;False;51.640.292.681.144.100
small_cubes_dataset\cube488_coords_100_1900_800.tif;False;2.811.970.508.392.630
small_cubes_dataset\cube489_coords_100_1900_900.tif;True;6.638.116.476.847.840
small_cubes_dataset\cube490_coords_100_1900_1000.tif;True;4.784.418.471.646.180
small_cubes_dataset\cube491_coords_100_1900_1100.tif;True;4.717.556.283.926.980
small_cubes_dataset\cube492_coords_100_2000_0.tif;True;29.299.877.079.749.100
small_cubes_dataset\cube493_coords_100_2000_100.tif;True;48.566.527.111.795.700
small_cubes_dataset\cube494_coords_100_2000_200.tif;True;7.449.739.144.928.720
small_cubes_dataset\cube495_coords_100_2000_300.tif;True;6.166.452.516.159.060
small_cubes_dataset\cube496_coords_100_2000_400.tif;True;5.343.466.616.583.360
small_cubes_dataset\cube497_coords_100_2000_500.tif;False;2.970.292.549.398.380
small_cubes_dataset\cube498_coords_100_2000_600.tif;False;77.904.031.920.058
small_cubes_dataset\cube499_coords_100_2000_700.tif;False;19.834.326.688.647.900
small_cubes_dataset\cube500_coords_100_2000_800.tif;True;4.942.793.232.079.230
small_cubes_dataset\cube501_coords_100_2000_900.tif;True;5.224.791.604.910.880
small_cubes_dataset\cube502_coords_100_2000_1000.tif;True;5.219.903.939.407.420
small_cubes_dataset\cube503_coords_100_2000_1100.tif;True;4.545.527.526.409.530
small_cubes_dataset\cube504_coords_200_0_0.tif;True;2.204.695.031.083.880
small_cubes_dataset\cube505_coords_200_0_100.tif;True;6.004.405.574.063.560
small_cubes_dataset\cube506_coords_200_0_200.tif;True;6.108.296.870.468.000
small_cubes_dataset\cube507_coords_200_0_300.tif;True;7.021.146.578.651.920
small_cubes_dataset\cube508_coords_200_0_400.tif;True;8.107.657.891.266.580
small_cubes_dataset\cube509_coords_200_0_500.tif;True;7.105.889.527.280.170
small_cubes_dataset\cube510_coords_200_0_600.tif;True;6.410.303.325.001.910
small_cubes_dataset\cube511_coords_200_0_700.tif;True;64.767.140.347.584
small_cubes_dataset\cube512_coords_200_0_800.tif;True;6.956.990.717.877.620
small_cubes_dataset\cube513_coords_200_0_900.tif;True;6.529.706.207.387.730
small_cubes_dataset\cube514_coords_200_0_1000.tif;True;628.300.262.073.104
small_cubes_dataset\cube515_coords_200_0_1100.tif;True;6.406.833.742.366.420
small_cubes_dataset\cube516_coords_200_100_0.tif;True;21.750.482.059.041.100
small_cubes_dataset\cube517_coords_200_100_100.tif;True;6.052.453.726.263.720
small_cubes_dataset\cube518_coords_200_100_200.tif;True;8.934.465.900.062.550
small_cubes_dataset\cube519_coords_200_100_300.tif;True;6.728.049.344.972.320
small_cubes_dataset\cube520_coords_200_100_400.tif;False;50.020.168.462.543.200
small_cubes_dataset\cube521_coords_200_100_500.tif;False;5.896.355.529.356.200
small_cubes_dataset\cube522_coords_200_100_600.tif;True;9.254.371.536.729.450
small_cubes_dataset\cube523_coords_200_100_700.tif;True;6.635.430.544.651.990
small_cubes_dataset\cube524_coords_200_100_800.tif;True;6.832.334.275.996.990
small_cubes_dataset\cube525_coords_200_100_900.tif;True;7.351.528.633.929.210
small_cubes_dataset\cube526_coords_200_100_1000.tif;True;6.705.543.750.865.320
small_cubes_dataset\cube527_coords_200_100_1100.tif;True;6.250.551.226.755.500
small_cubes_dataset\cube528_coords_200_200_0.tif;True;21.372.304.339.081.200
small_cubes_dataset\cube529_coords_200_200_100.tif;True;9.508.329.232.550.110
small_cubes_dataset\cube530_coords_200_200_200.tif;True;6.615.529.123.584.640
small_cubes_dataset\cube531_coords_200_200_300.tif;False;25.268.059.178.040.300
small_cubes_dataset\cube532_coords_200_200_400.tif;False;5.488.168.895.279.410
small_cubes_dataset\cube533_coords_200_200_500.tif;False;810.412.208.576.219
small_cubes_dataset\cube534_coords_200_200_600.tif;False;7.769.049.267.631.560
small_cubes_dataset\cube535_coords_200_200_700.tif;False;146.160.379.918.028
small_cubes_dataset\cube536_coords_200_200_800.tif;True;9.596.229.357.507.420
small_cubes_dataset\cube537_coords_200_200_900.tif;True;6.815.036.151.042.380
small_cubes_dataset\cube538_coords_200_200_1000.tif;True;6.239.332.635.683.580
small_cubes_dataset\cube539_coords_200_200_1100.tif;True;6.647.421.963.317.330
small_cubes_dataset\cube540_coords_200_300_0.tif;True;21.807.257.616.491.300
small_cubes_dataset\cube541_coords_200_300_100.tif;True;7.079.487.564.768.480
small_cubes_dataset\cube542_coords_200_300_200.tif;False;17.784.573.538.348.300
small_cubes_dataset\cube543_coords_200_300_300.tif;False;4.348.837.281.881.620
small_cubes_dataset\cube544_coords_200_300_400.tif;False;3.541.793.378.307.850
small_cubes_dataset\cube545_coords_200_300_500.tif;False;36.074.426.011.746.200
small_cubes_dataset\cube546_coords_200_300_600.tif;False;4.706.752.054.017.210
small_cubes_dataset\cube547_coords_200_300_700.tif;False;4.281.357.646.789.060
small_cubes_dataset\cube548_coords_200_300_800.tif;False;4.562.386.736.954.910
small_cubes_dataset\cube549_coords_200_300_900.tif;True;8.895.891.862.032.830
small_cubes_dataset\cube550_coords_200_300_1000.tif;True;7.297.520.495.888.230
small_cubes_dataset\cube551_coords_200_300_1100.tif;True;629.397.263.157.105
small_cubes_dataset\cube552_coords_200_400_0.tif;True;2.303.529.524.956.440
small_cubes_dataset\cube553_coords_200_400_100.tif;True;28.026.714.680.869.700
small_cubes_dataset\cube554_coords_200_400_200.tif;False;5.322.410.690.471.540
small_cubes_dataset\cube555_coords_200_400_300.tif;False;3.787.237.424.764.750
small_cubes_dataset\cube556_coords_200_400_400.tif;False;33.441.645.134.700.000
small_cubes_dataset\cube557_coords_200_400_500.tif;False;3.838.002.601.215.390
small_cubes_dataset\cube558_coords_200_400_600.tif;False;3.889.489.610.247.670
small_cubes_dataset\cube559_coords_200_400_700.tif;False;33.412.978.584.250.600
small_cubes_dataset\cube560_coords_200_400_800.tif;False;3.771.014.817.174.410
small_cubes_dataset\cube561_coords_200_400_900.tif;False;6.610.785.266.849.080
small_cubes_dataset\cube562_coords_200_400_1000.tif;True;8.531.341.182.350.360
small_cubes_dataset\cube563_coords_200_400_1100.tif;True;6.868.230.410.664.660
small_cubes_dataset\cube564_coords_200_500_0.tif;True;23.244.513.315.283.300
small_cubes_dataset\cube565_coords_200_500_100.tif;False;3.022.411.127.842.580
small_cubes_dataset\cube566_coords_200_500_200.tif;False;4.028.125.900.129.710
small_cubes_dataset\cube567_coords_200_500_300.tif;False;37.940.348.605.291.200
small_cubes_dataset\cube568_coords_200_500_400.tif;False;3.654.450.230.211.650
small_cubes_dataset\cube569_coords_200_500_500.tif;False;3.473.189.875.985.690
small_cubes_dataset\cube570_coords_200_500_600.tif;False;3.537.330.558.433.330
small_cubes_dataset\cube571_coords_200_500_700.tif;False;3.800.160.482.221.860
small_cubes_dataset\cube572_coords_200_500_800.tif;False;3.797.724.781.309.830
small_cubes_dataset\cube573_coords_200_500_900.tif;False;7.557.722.139.660.010
small_cubes_dataset\cube574_coords_200_500_1000.tif;False;5.329.187.398.448.550
small_cubes_dataset\cube575_coords_200_500_1100.tif;True;6.905.685.727.090.390
small_cubes_dataset\cube576_coords_200_600_0.tif;False;24.459.656.256.303.700
small_cubes_dataset\cube577_coords_200_600_100.tif;False;5.213.002.398.251.960
small_cubes_dataset\cube578_coords_200_600_200.tif;False;40.680.596.299.247.200
small_cubes_dataset\cube579_coords_200_600_300.tif;False;38.490.140.687.984.000
small_cubes_dataset\cube580_coords_200_600_400.tif;False;33.643.791.027.625.700
small_cubes_dataset\cube581_coords_200_600_500.tif;False;36.228.292.449.346.200
small_cubes_dataset\cube582_coords_200_600_600.tif;False;33.671.006.439.876.500
small_cubes_dataset\cube583_coords_200_600_700.tif;False;3.547.792.500.011.120
small_cubes_dataset\cube584_coords_200_600_800.tif;False;39.292.939.365.102.100
small_cubes_dataset\cube585_coords_200_600_900.tif;False;4.288.465.767.614.310
small_cubes_dataset\cube586_coords_200_600_1000.tif;False;8.033.293.550.307.140
small_cubes_dataset\cube587_coords_200_600_1100.tif;True;20.700.954.555.666.100
small_cubes_dataset\cube588_coords_200_700_0.tif;False;3.535.636.174.780.940
small_cubes_dataset\cube589_coords_200_700_100.tif;False;4.378.188.839.994.940
small_cubes_dataset\cube590_coords_200_700_200.tif;False;3.504.937.329.749.020
small_cubes_dataset\cube591_coords_200_700_300.tif;False;34.572.952.610.778.000
small_cubes_dataset\cube592_coords_200_700_400.tif;False;36.554.521.626.419.500
small_cubes_dataset\cube593_coords_200_700_500.tif;False;36.386.675.702.957.100
small_cubes_dataset\cube594_coords_200_700_600.tif;False;36.136.201.325.647.000
small_cubes_dataset\cube595_coords_200_700_700.tif;False;42.190.776.139.276.200
small_cubes_dataset\cube596_coords_200_700_800.tif;False;5.302.327.757.831.690
small_cubes_dataset\cube597_coords_200_700_900.tif;False;446.153.024.664.416
small_cubes_dataset\cube598_coords_200_700_1000.tif;False;4.773.278.322.937.390
small_cubes_dataset\cube599_coords_200_700_1100.tif;False;6.844.471.213.007.250
small_cubes_dataset\cube600_coords_200_800_0.tif;False;5.293.319.357.794.010
small_cubes_dataset\cube601_coords_200_800_100.tif;False;40.544.770.395.461.300
small_cubes_dataset\cube602_coords_200_800_200.tif;False;39.483.178.027.655.200
small_cubes_dataset\cube603_coords_200_800_300.tif;False;454.259.251.397.693
small_cubes_dataset\cube604_coords_200_800_400.tif;False;39.329.857.451.765.500
small_cubes_dataset\cube605_coords_200_800_500.tif;False;35.007.541.888.161.500
small_cubes_dataset\cube606_coords_200_800_600.tif;False;35.015.873.821.955.300
small_cubes_dataset\cube607_coords_200_800_700.tif;False;38.961.726.707.878.700
small_cubes_dataset\cube608_coords_200_800_800.tif;False;4.245.501.104.194.430
small_cubes_dataset\cube609_coords_200_800_900.tif;False;40.686.993.624.774.100
small_cubes_dataset\cube610_coords_200_800_1000.tif;False;3.614.133.661.916.670
small_cubes_dataset\cube611_coords_200_800_1100.tif;False;36.125.677.380.827.400
small_cubes_dataset\cube612_coords_200_900_0.tif;False;4.282.854.464.409.680
small_cubes_dataset\cube613_coords_200_900_100.tif;False;37.322.071.165.989.600
small_cubes_dataset\cube614_coords_200_900_200.tif;False;3.635.816.928.452.650
small_cubes_dataset\cube615_coords_200_900_300.tif;False;4.151.155.406.410.880
small_cubes_dataset\cube616_coords_200_900_400.tif;False;3.170.989.772.046.410
small_cubes_dataset\cube617_coords_200_900_500.tif;False;350.358.896.094.563
small_cubes_dataset\cube618_coords_200_900_600.tif;False;3.217.023.213.158.650
small_cubes_dataset\cube619_coords_200_900_700.tif;False;32.900.219.929.565.200
small_cubes_dataset\cube620_coords_200_900_800.tif;False;3.216.854.812.039.670
small_cubes_dataset\cube621_coords_200_900_900.tif;False;3.684.218.674.904.590
small_cubes_dataset\cube622_coords_200_900_1000.tif;False;35.895.359.840.382
small_cubes_dataset\cube623_coords_200_900_1100.tif;False;38.103.606.109.859.200
small_cubes_dataset\cube624_coords_200_1000_0.tif;False;6.013.487.209.407.400
small_cubes_dataset\cube625_coords_200_1000_100.tif;False;328.204.206.719.761
small_cubes_dataset\cube626_coords_200_1000_200.tif;False;3.560.638.779.611.780
small_cubes_dataset\cube627_coords_200_1000_300.tif;False;31.915.131.752.013.600
small_cubes_dataset\cube628_coords_200_1000_400.tif;False;36.150.770.057.843.800
small_cubes_dataset\cube629_coords_200_1000_500.tif;False;36.561.339.481.954.300
small_cubes_dataset\cube630_coords_200_1000_600.tif;False;3.540.603.744.932.350
small_cubes_dataset\cube631_coords_200_1000_700.tif;False;2.940.748.392.475.270
small_cubes_dataset\cube632_coords_200_1000_800.tif;False;2.944.481.097.490.070
small_cubes_dataset\cube633_coords_200_1000_900.tif;False;3.227.510.107.386.850
small_cubes_dataset\cube634_coords_200_1000_1000.tif;False;36.767.504.576.236.300
small_cubes_dataset\cube635_coords_200_1000_1100.tif;False;33.142.450.068.064.900
small_cubes_dataset\cube636_coords_200_1100_0.tif;False;5.588.896.975.912.820
small_cubes_dataset\cube637_coords_200_1100_100.tif;False;30.663.659.077.557.900
small_cubes_dataset\cube638_coords_200_1100_200.tif;False;3.671.209.902.726.740
small_cubes_dataset\cube639_coords_200_1100_300.tif;False;4.092.333.702.260.090
small_cubes_dataset\cube640_coords_200_1100_400.tif;False;36.263.736.741.688.400
small_cubes_dataset\cube641_coords_200_1100_500.tif;False;39.858.458.001.821.700
small_cubes_dataset\cube642_coords_200_1100_600.tif;False;31.364.943.813.818.300
small_cubes_dataset\cube643_coords_200_1100_700.tif;False;31.182.726.693.402.600
small_cubes_dataset\cube644_coords_200_1100_800.tif;False;3.761.934.512.644.360
small_cubes_dataset\cube645_coords_200_1100_900.tif;False;35.054.239.832.631.600
small_cubes_dataset\cube646_coords_200_1100_1000.tif;False;3.385.767.869.251.070
small_cubes_dataset\cube647_coords_200_1100_1100.tif;False;3.365.644.773.413.900
small_cubes_dataset\cube648_coords_200_1200_0.tif;False;6.395.351.229.134.720
small_cubes_dataset\cube649_coords_200_1200_100.tif;False;36.666.211.111.085.800
small_cubes_dataset\cube650_coords_200_1200_200.tif;False;34.399.389.217.176.200
small_cubes_dataset\cube651_coords_200_1200_300.tif;False;3.460.023.686.400.840
small_cubes_dataset\cube652_coords_200_1200_400.tif;False;34.550.530.765.691.300
small_cubes_dataset\cube653_coords_200_1200_500.tif;False;37.573.020.053.507.900
small_cubes_dataset\cube654_coords_200_1200_600.tif;False;29.815.519.460.164.900
small_cubes_dataset\cube655_coords_200_1200_700.tif;False;3.009.552.323.628.240
small_cubes_dataset\cube656_coords_200_1200_800.tif;False;4.521.240.099.014.450
small_cubes_dataset\cube657_coords_200_1200_900.tif;False;3.589.401.131.033.970
small_cubes_dataset\cube658_coords_200_1200_1000.tif;False;36.396.425.093.130.600
small_cubes_dataset\cube659_coords_200_1200_1100.tif;False;4.109.841.416.510.550
small_cubes_dataset\cube660_coords_200_1300_0.tif;False;6.241.416.913.249.600
small_cubes_dataset\cube661_coords_200_1300_100.tif;False;4.079.983.574.601.870
small_cubes_dataset\cube662_coords_200_1300_200.tif;False;33.836.117.151.415.900
small_cubes_dataset\cube663_coords_200_1300_300.tif;False;3.471.809.480.541.620
small_cubes_dataset\cube664_coords_200_1300_400.tif;False;40.037.784.998.271.600
small_cubes_dataset\cube665_coords_200_1300_500.tif;False;2.438.438.708.537.520
small_cubes_dataset\cube666_coords_200_1300_600.tif;False;22.711.724.836.694.200
small_cubes_dataset\cube667_coords_200_1300_700.tif;False;28.967.204.577.108.700
small_cubes_dataset\cube668_coords_200_1300_800.tif;False;4.251.292.265.640.500
small_cubes_dataset\cube669_coords_200_1300_900.tif;False;3.726.882.143.425.120
small_cubes_dataset\cube670_coords_200_1300_1000.tif;False;38.653.747.242.413.500
small_cubes_dataset\cube671_coords_200_1300_1100.tif;False;524.262.829.811.505
small_cubes_dataset\cube672_coords_200_1400_0.tif;False;5.351.715.553.507.110
small_cubes_dataset\cube673_coords_200_1400_100.tif;False;4.357.547.702.722.830
small_cubes_dataset\cube674_coords_200_1400_200.tif;False;4.237.240.509.887.320
small_cubes_dataset\cube675_coords_200_1400_300.tif;False;38.437.877.885.500.700
small_cubes_dataset\cube676_coords_200_1400_400.tif;False;3.310.353.686.990.760
small_cubes_dataset\cube677_coords_200_1400_500.tif;False;24.827.034.425.286.400
small_cubes_dataset\cube678_coords_200_1400_600.tif;False;22.989.007.168.785.200
small_cubes_dataset\cube679_coords_200_1400_700.tif;False;29.352.302.934.399
small_cubes_dataset\cube680_coords_200_1400_800.tif;False;31.339.503.776.135.700
small_cubes_dataset\cube681_coords_200_1400_900.tif;False;35.685.264.829.453.800
small_cubes_dataset\cube682_coords_200_1400_1000.tif;False;4.700.531.839.349.040
small_cubes_dataset\cube683_coords_200_1400_1100.tif;False;1.122.574.008.908.110
small_cubes_dataset\cube684_coords_200_1500_0.tif;False;5.091.178.232.499.720
small_cubes_dataset\cube685_coords_200_1500_100.tif;False;4.922.771.726.423.390
small_cubes_dataset\cube686_coords_200_1500_200.tif;False;3.350.252.281.204.700
small_cubes_dataset\cube687_coords_200_1500_300.tif;False;39.259.175.810.193.700
small_cubes_dataset\cube688_coords_200_1500_400.tif;False;38.654.949.899.877.000
